"id","state_code","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013"
"21211",21,0,0,2,15982,16175,16000,0,0,0.12
"21212",21,0,0,0,19862,19972,20000,0,0,0
"21213",21,0,3,3,12796,12856,13000,0,0.23,0.23
"21214",21,0,2,1,16226,16422,17000,0,0.12,0.06
"21215",21,0,0,0,4738,4790,4800,0,0,0
"21216",21,0,0,0,2677,2684,2700,0,0,0
"21217",21,1,1,1,21029,21166,21000,0.048,0.047,0.047
"22001",22,6,6,8,63688,64301,65000,0.094,0.093,0.12
"22002",22,2,1,1,27493,27616,28000,0.073,0.036,0.036
"22003",22,1,0,0,13054,13083,13000,0.077,0,0
"22004",22,2,1,2,66008,66794,68000,0.03,0.015,0.03
"22005",22,2,1,5,59897,60644,61000,0.033,0.016,0.081
"22006",22,5,6,5,153852,159103,160000,0.032,0.038,0.031
"22007",22,1,0,1,39095,39524,40000,0.026,0,0.025
"22008",22,2,3,0,36417,36780,37000,0.055,0.082,0
"22009",22,3,2,1,26574,27024,27000,0.11,0.074,0.036
"22010",22,0,1,0,20247,20342,20000,0,0.049,0
"22011",22,7,13,9,126895,132020,140000,0.055,0.098,0.066
"22012",22,0,10,5,66091,67033,68000,0,0.15,0.074
"22013",22,0,0,0,18792,18912,19000,0,0,0
"22014",22,44,47,58,825488,835945,850000,0.053,0.056,0.068
"22015",22,0,0,0,9158,9292,9400,0,0,0
"22016",22,20,14,14,251345,255718,260000,0.08,0.055,0.054
"22017",22,3,3,2,65831,66908,68000,0.046,0.045,0.029
"22018",22,0,2,0,27029,27306,28000,0,0.073,0
"23001",23,3,3,6,83742,85729,88000,0.036,0.035,0.068
"23002",23,6,21,24,79508,81627,84000,0.075,0.26,0.29
"23003",23,2,7,4,17454,18064,19000,0.11,0.39,0.21
"23004",23,29,30,41,219772,225351,230000,0.13,0.13,0.18
"23005",23,184,155,106,705854,727528,750000,0.26,0.21,0.14
"23006",23,2,3,5,38048,38918,40000,0.053,0.077,0.13
"23007",23,1,2,1,26804,27480,28000,0.037,0.073,0.035
"23008",23,25,18,13,176742,185664,190000,0.14,0.097,0.067
"23009",23,8,3,6,30582,31731,33000,0.26,0.095,0.18
"23010",23,3,8,8,39230,40445,42000,0.076,0.2,0.19
"24001",24,1,1,0,19164,19221,19000,0.052,0.052,0
"24002",24,0,0,0,8347,8360,8400,0,0,0
"24003",24,0,0,0,48179,48233,48000,0,0,0
"24004",24,0,0,0,4481,4467,4500,0,0,0
"24005",24,4,0,0,19436,19488,20000,0.21,0,0
"24006",24,0,0,0,9906,9922,10000,0,0,0
"24007",24,0,0,0,19063,19131,19000,0,0,0
"24008",24,3,0,0,21822,21857,22000,0.14,0,0
"24009",24,0,0,1,4254,4289,4400,0,0,0.23
"24010",24,7,3,0,31926,31973,32000,0.22,0.094,0
"24011",24,3,0,0,44716,44844,45000,0.067,0,0
"24012",24,8,1,0,21333,21353,21000,0.38,0.047,0
"24013",24,41,7,2,172666,173300,170000,0.24,0.04,0.011
"24014",24,0,0,1,17173,17139,17000,0,0,0.058
"24015",24,1,1,0,21612,21659,22000,0.046,0.046,0
"24016",24,13,0,1,42820,42978,43000,0.3,0,0.023
"24017",24,1,1,0,26410,26432,27000,0.038,0.038,0
"24018",24,2,0,0,15596,15621,16000,0.13,0,0
"24019",24,0,0,0,5854,5856,5900,0,0,0
"24020",24,17,1,0,94850,95291,96000,0.18,0.01,0
"24021",24,0,0,2,55424,55682,56000,0,0,0.035
"24022",24,2,0,0,19807,19853,20000,0.1,0,0
"24023",24,0,1,0,16118,16158,16000,0,0.062,0
"24024",24,15,3,0,94558,94863,96000,0.16,0.032,0
"24025",24,1,0,0,31284,31421,32000,0.032,0,0
"24026",24,0,1,0,9524,9529,9600,0,0.1,0
"24027",24,5,0,0,10336,10343,10000,0.48,0,0
"24028",24,254,35,46,795659,798606,810000,0.32,0.044,0.057
"24029",24,0,1,3,21496,21436,21000,0,0.047,0.14
"24030",24,0,0,1,5515,5501,5500,0,0,0.18
"24031",24,0,1,1,12108,12136,12000,0,0.082,0.082
"24032",24,2,0,1,41570,41723,42000,0.048,0,0.024
"24033",24,2,0,1,12321,12350,12000,0.16,0,0.08
"24034",24,1,0,1,15506,15578,16000,0.064,0,0.063
"24035",24,1,2,16,281868,283987,290000,0.0035,0.007,0.055
"24036",24,7,0,4,29586,29661,30000,0.24,0,0.13
"24037",24,1,2,3,98558,98710,99000,0.01,0.02,0.03
"24038",24,0,0,1,16004,16007,16000,0,0,0.062
"24039",24,2,0,1,14532,14551,15000,0.14,0,0.068
"24040",24,2,1,1,39054,39180,40000,0.051,0.026,0.025
"24041",24,1,0,1,19529,19538,20000,0.051,0,0.051
"24042",24,2,0,1,14762,14808,15000,0.14,0,0.067
"24043",24,0,0,2,9130,9129,9100,0,0,0.22
"24044",24,0,0,1,8160,8192,8300,0,0,0.12
"24045",24,1,1,1,14726,14744,15000,0.068,0.068,0.068
"24046",24,0,0,2,16772,16826,17000,0,0,0.12
"24047",24,0,0,1,9979,9994,10000,0,0,0.1
"24048",24,0,0,1,5504,5519,5600,0,0,0.18
"24049",24,3,0,2,39136,39277,40000,0.077,0,0.05
"24050",24,0,0,1,48594,48817,49000,0,0,0.02
"24051",24,0,1,0,15224,15258,15000,0,0.066,0
"24052",24,1,1,1,10372,10382,10000,0.096,0.096,0.096
"24053",24,0,0,0,33726,33753,34000,0,0,0
"24054",24,2,2,0,52139,52158,52000,0.038,0.038,0
"24055",24,1,0,0,25443,25550,26000,0.039,0,0
"24056",24,6,0,1,16048,16110,16000,0.37,0,0.061
"24057",24,0,1,0,30648,30658,31000,0,0.033,0
"24058",24,0,0,0,21227,21314,22000,0,0,0
"25001",25,141,125,169,436162,440849,450000,0.32,0.28,0.38
"25002",25,42,34,15,46834,47192,48000,0.9,0.72,0.32
"25003",25,56,70,27,30697,30400,30000,1.8,2.3,0.89
"25004",25,11,17,19,29644,29847,30000,0.37,0.57,0.63
"25005",25,13,16,6,17074,16905,17000,0.76,0.95,0.36
"25006",25,649,549,479,902386,913231,920000,0.72,0.6,0.52
"25007",25,44,46,35,34103,34240,34000,1.3,1.3,1
"25008",25,9,16,9,43820,43305,43000,0.21,0.37,0.21
"25009",25,14,8,10,56726,57332,58000,0.25,0.14,0.17
"25010",25,70,128,78,101446,102166,1e+05,0.69,1.3,0.76
"25011",25,87,66,71,298312,300866,3e+05,0.29,0.22,0.23
"25012",25,307,104,91,460935,466636,470000,0.67,0.22,0.19
"25013",25,85,40,41,47440,47631,48000,1.8,0.84,0.86
"25014",25,25,28,24,51186,51481,52000,0.49,0.54,0.46
"25015",25,96,47,20,82194,82741,83000,1.2,0.57,0.24
"25016",25,24,20,14,23080,22962,23000,1,0.87,0.61
"25017",25,57,67,45,91491,91914,92000,0.62,0.73,0.49
"25018",25,177,83,55,139663,139895,140000,1.3,0.59,0.39
"26001",26,0,0,0,2732,0,0,0,0,0
"26002",26,22,18,11,83018,84382,85000,0.27,0.21,0.13
"26003",26,0,0,0,26690,0,0,0,0,0
"26004",26,0,0,0,9384,0,0,0,0,0
"26005",26,0,0,0,1270,0,0,0,0,0
"26006",26,0,0,0,3118,0,0,0,0,0
"26007",26,0,0,0,617,0,0,0,0,0
"26008",26,0,0,0,1269,0,0,0,0,0
"26009",26,0,0,0,802,0,0,0,0,0
"26010",26,0,0,0,1530,0,0,0,0,0
"26011",26,0,0,0,1728,0,0,0,0,0
"26012",26,0,0,0,23780,0,0,0,0,0
"26013",26,0,0,0,1715,0,0,0,0,0
"26014",26,0,0,0,3652,0,0,0,0,0
"26015",26,0,0,0,1514,0,0,0,0,0
"26016",26,0,0,0,5380,0,0,0,0,0
"26017",26,28,25,21,85858,87492,88000,0.33,0.29,0.24
"26018",26,81,99,97,427482,433306,440000,0.19,0.23,0.22
"26019",26,0,0,0,33854,0,0,0,0,0
"26020",26,0,0,0,5630,0,0,0,0,0
"26021",26,0,0,0,1678,0,0,0,0,0
"26022",26,0,0,0,1015,0,0,0,0,0
"26023",26,0,0,0,6629,0,0,0,0,0
"26024",26,0,0,0,868,0,0,0,0,0
"26025",26,4,0,0,56186,56782,0,0.071,0,0
"26026",26,2,0,0,63167,63916,0,0.032,0,0
"26027",26,0,0,0,9100,0,0,0,0,0
"26028",26,0,0,0,1216,0,0,0,0,0
"26029",26,7,18,15,156449,158820,160000,0.045,0.11,0.094
"26030",26,68,84,62,823852,837392,850000,0.083,0.1,0.073
"26031",26,0,0,0,1402,0,0,0,0,0
"26032",26,0,0,0,997,0,0,0,0,0
"26033",26,13,9,6,82162,82960,83000,0.16,0.11,0.072
"26034",26,0,0,0,1200,0,0,0,0,0
"26035",26,0,0,0,13002,0,0,0,0,0
"26036",26,0,0,0,31384,0,0,0,0,0
"26038",26,0,0,0,4869,0,0,0,0,0
"26039",26,0,0,0,6626,0,0,0,0,0
"26040",26,0,0,0,2158,0,0,0,0,0
"26041",26,0,0,0,13242,0,0,0,0,0
"26042",26,18,20,6,164462,166602,170000,0.11,0.12,0.036
"26043",26,81,63,24,231456,235352,240000,0.35,0.27,0.1
"26044",26,0,0,0,408,0,0,0,0,0
"26045",26,0,0,0,2987,0,0,0,0,0
"26046",26,0,0,0,463,0,0,0,0,0
"26047",26,0,0,0,9777,0,0,0,0,0
"26048",26,15,20,1,61698,63436,64000,0.24,0.32,0.016
"26049",26,0,0,0,3471,0,0,0,0,0
"26050",26,0,0,0,1636,0,0,0,0,0
"26051",26,0,0,0,5348,0,0,0,0,0
"26052",26,0,0,0,6192,0,0,0,0,0
"26053",26,0,0,0,428,0,0,0,0,0
"26054",26,0,0,0,575,0,0,0,0,0
"26055",26,7,9,17,187263,190326,190000,0.037,0.047,0.089
"26056",26,0,0,0,9168,0,0,0,0,0
"26057",26,0,0,0,1683,0,0,0,0,0
"26058",26,0,0,0,16698,0,0,0,0,0
"26059",26,0,0,0,2084,0,0,0,0,0
"26060",26,0,0,0,2784,0,0,0,0,0
"26061",26,0,0,0,1325,0,0,0,0,0
"26062",26,0,0,0,1144,0,0,0,0,0
"26063",26,0,0,0,1436,0,0,0,0,0
"26064",26,0,0,0,1774,0,0,0,0,0
"26065",26,0,0,0,1762,0,0,0,0,0
"26066",26,0,0,0,9552,0,0,0,0,0
"26067",26,0,0,0,1814,0,0,0,0,0
"26068",26,0,0,0,1258,0,0,0,0,0
"26069",26,0,0,0,6154,0,0,0,0,0
"26070",26,0,0,0,16723,0,0,0,0,0
"26071",26,0,0,0,22839,0,0,0,0,0
"26072",26,0,0,0,14633,0,0,0,0,0
"27001",27,1,4,7,57424,57679,58000,0.017,0.069,0.12
"27002",27,18,10,7,254592,257331,260000,0.071,0.039,0.027
"27003",27,2,2,3,103840,104597,110000,0.019,0.019,0.028
"27004",27,61,48,39,661290,670640,680000,0.092,0.072,0.057
"27005",27,7,9,18,196952,198788,2e+05,0.036,0.045,0.09
"27006",27,22,9,9,129442,130784,130000,0.17,0.069,0.068
"27007",27,1,2,2,30178,30464,31000,0.033,0.066,0.065
"27008",27,18,9,17,182338,183676,190000,0.099,0.049,0.092
"27009",27,1,3,3,37078,37348,38000,0.027,0.08,0.08
"27010",27,2,0,0,85590,86588,87000,0.023,0,0
"27011",27,1,0,0,29782,29873,30000,0.034,0,0
"27012",27,8,5,0,155467,156498,160000,0.051,0.032,0
"27013",27,0,4,4,122490,126074,130000,0,0.032,0.031
"27014",27,2,4,4,88444,89234,90000,0.023,0.045,0.044
"27015",27,4,3,2,47051,47367,48000,0.085,0.063,0.042
"27016",27,10,5,3,54538,54971,55000,0.18,0.091,0.054
"27017",27,4,7,6,59608,59868,60000,0.067,0.12,0.1
"28001",28,0,2,6,12359,12406,12000,0,0.16,0.48
"28002",28,5,3,1,30516,30814,31000,0.16,0.097,0.032
"28003",28,36,39,15,228911,236070,240000,0.16,0.17,0.062
"28004",28,0,0,0,9292,0,0,0,0,0
"28005",28,0,0,0,4658,0,0,0,0,0
"28006",28,0,0,0,7815,0,0,0,0,0
"28007",28,1,3,1,14826,14682,14000,0.067,0.2,0.069
"28008",28,0,0,0,4540,0,0,0,0,0
"28009",28,36,20,6,203498,205110,210000,0.18,0.098,0.029
"28010",28,0,0,0,2007,0,0,0,0,0
"28011",28,0,0,0,9020,0,0,0,0,0
"28012",28,12,30,9,44844,45222,46000,0.27,0.66,0.2
"28013",28,6,1,6,16252,16420,17000,0.37,0.061,0.36
"28014",28,0,0,0,4739,0,0,0,0,0
"28015",28,1,1,1,16282,16408,17000,0.061,0.061,0.061
"28016",28,20,27,8,24366,24453,25000,0.82,1.1,0.33
"28017",28,2,2,5,15606,15744,16000,0.13,0.13,0.32
"28018",28,2,2,8,8525,8556,8600,0.23,0.23,0.93
"28019",28,3,10,5,17628,17640,18000,0.17,0.57,0.28
"28020",28,0,0,0,2651,0,0,0,0,0
"28021",28,16,20,9,119280,120136,120000,0.13,0.17,0.074
"28022",28,83,91,47,505818,510994,520000,0.16,0.18,0.091
"28023",28,0,0,0,4578,0,0,0,0,0
"28024",28,6,19,7,4643,4559,4400,1.3,4.2,1.6
"28025",28,14,19,7,28363,28854,29000,0.49,0.66,0.24
"28026",28,0,0,0,3587,0,0,0,0,0
"28027",28,123,288,76,398081,402656,410000,0.31,0.72,0.19
"28028",28,0,0,0,3514,0,0,0,0,0
"28029",28,1,2,2,13324,13389,13000,0.075,0.15,0.15
"28030",28,3,11,7,14581,14778,15000,0.21,0.74,0.47
"28031",28,0,0,0,1858,0,0,0,0,0
"28032",28,88,84,49,640907,653213,660000,0.14,0.13,0.074
"28033",28,18,20,3,123048,124628,130000,0.15,0.16,0.024
"28034",28,0,2,0,9510,9522,9500,0,0.21,0
"28035",28,30,67,31,58238,58354,59000,0.52,1.1,0.53
"28036",28,0,0,0,1048,0,0,0,0,0
"28037",28,4,11,0,25726,26016,26000,0.16,0.42,0
"28038",28,49,56,18,304234,305310,310000,0.16,0.18,0.059
"28039",28,0,1,2,28472,28702,29000,0,0.035,0.069
"28040",28,54,52,10,64644,64932,65000,0.84,0.8,0.15
"28041",28,92,143,116,336292,341232,350000,0.27,0.42,0.34
"28042",28,0,0,0,6420,0,0,0,0,0
"28043",28,2,4,0,23596,23769,24000,0.085,0.17,0
"29001",29,1,1,0,10546,10844,11000,0.095,0.092,0
"29002",29,1,0,1,13894,14106,14000,0.072,0,0.07
"29003",29,0,1,1,6234,6318,6400,0,0.16,0.16
"29004",29,2,0,0,16539,16772,17000,0.12,0,0
"29005",29,5,5,1,78895,79804,81000,0.063,0.063,0.012
"29006",29,5,6,5,46604,47308,48000,0.11,0.13,0.1
"29007",29,0,2,0,15932,16152,16000,0,0.12,0
"29008",29,0,0,1,14096,14254,14000,0,0,0.069
"29009",29,0,0,0,5324,5431,5500,0,0,0
"29010",29,5,0,5,68104,68849,70000,0.073,0,0.072
"29011",29,0,0,1,4412,4456,4500,0,0,0.22
"29012",29,0,0,1,8616,8688,8800,0,0,0.11
"29013",29,2,3,6,88290,89602,91000,0.023,0.033,0.066
"29014",29,2,0,0,14397,14582,15000,0.14,0,0
"29015",29,5,0,0,36451,36958,37000,0.14,0,0
"29016",29,0,1,0,7012,7096,7200,0,0.14,0
"29017",29,1,1,0,10216,10408,11000,0.098,0.096,0
"29018",29,0,1,1,36388,36914,37000,0,0.027,0.027
"29019",29,0,0,0,19640,20031,20000,0,0,0
"29020",29,1,1,0,8856,9011,9200,0.11,0.11,0
"29021",29,0,1,2,17166,17350,18000,0,0.058,0.11
"29022",29,0,0,2,5956,6055,6200,0,0,0.33
"29023",29,0,2,2,24490,24836,25000,0,0.081,0.079
"29024",29,2,1,0,26202,26633,27000,0.076,0.038,0
"29025",29,3,1,6,72098,73094,74000,0.042,0.014,0.081
"29026",29,0,1,0,18929,19334,20000,0,0.052,0
"29027",29,1,0,3,12201,12370,13000,0.082,0,0.24
"29028",29,1,0,1,22594,22981,23000,0.044,0,0.043
"29029",29,0,1,0,11693,11980,12000,0,0.083,0
"29030",29,0,1,0,14243,14420,15000,0,0.069,0
"29031",29,2,0,1,30257,30890,31000,0.066,0,0.032
"29032",29,0,0,1,12871,13054,13000,0,0,0.076
"29033",29,18,5,7,93106,94477,96000,0.19,0.053,0.073
"29034",29,4,5,2,41508,42117,43000,0.096,0.12,0.047
"29035",29,1,0,1,5824,5921,6000,0.17,0,0.17
"29036",29,0,1,1,21308,21568,22000,0,0.046,0.046
"29037",29,1,0,0,8340,8362,8400,0.12,0,0
"29038",29,1,2,2,15356,15674,16000,0.065,0.13,0.13
"29039",29,1,1,1,22610,22940,23000,0.044,0.044,0.043
"29040",29,0,0,0,10234,10420,11000,0,0,0
"29041",29,2,1,3,28046,28459,29000,0.071,0.035,0.1
"29042",29,0,1,0,12826,13072,13000,0,0.076,0
"29043",29,1,3,2,34984,35820,37000,0.029,0.084,0.055
"29044",29,1,2,3,40166,40786,41000,0.025,0.049,0.072
"29045",29,0,0,0,5931,6018,6100,0,0,0
"29046",29,0,0,0,4287,4342,4400,0,0,0
"29047",29,0,0,0,2878,2916,3000,0,0,0
"29048",29,0,3,4,17537,17812,18000,0,0.17,0.22
"29049",29,0,0,0,5290,5382,5500,0,0,0
"29050",29,1,2,0,10065,10118,10000,0.099,0.2,0
"29051",29,0,0,0,3782,3868,3900,0,0,0
"29052",29,0,1,0,5867,5948,6000,0,0.17,0
"29053",29,0,0,1,7022,7100,7200,0,0,0.14
"29054",29,0,0,0,5202,5262,5300,0,0,0
"29055",29,1,0,0,2942,2984,3000,0.34,0,0
"29056",29,0,1,0,7178,7309,7400,0,0.14,0
"29057",29,0,0,0,4552,4639,4700,0,0,0
"29058",29,0,0,2,8288,8412,8500,0,0,0.23
"29059",29,0,0,0,6606,6738,6900,0,0,0
"29060",29,0,1,0,4585,4642,4700,0,0.22,0
"30003",30,8,1,3,85602,86204,87000,0.093,0.012,0.035
"30004",30,2,1,3,41974,42310,43000,0.048,0.024,0.071
"3001",3,0,3,2,74040,75446,77000,0,0.04,0.026
"30010",30,2,11,6,61296,61558,62000,0.033,0.18,0.097
"30011",30,9,3,6,53170,53590,54000,0.17,0.056,0.11
"30014",30,2,7,0,43517,43978,44000,0.046,0.16,0
"3002",3,0,5,9,62004,63286,65000,0,0.079,0.14
"30023",30,7,7,5,49692,50160,50000,0.14,0.14,0.099
"30028",30,22,14,18,139026,138836,140000,0.16,0.1,0.13
"3003",3,0,13,22,265906,272481,280000,0,0.048,0.079
"30030",30,1,4,0,42700,43023,43000,0.023,0.093,0
"30032",30,3,2,0,49378,49650,50000,0.061,0.04,0
"30038",30,3,8,6,88870,89704,90000,0.034,0.089,0.066
"30039",30,18,14,21,314719,318452,320000,0.057,0.044,0.065
"30040",30,0,2,1,49960,50604,51000,0,0.04,0.02
"30044",30,8,16,5,200726,202198,2e+05,0.04,0.079,0.025
"30045",30,13,19,7,58422,58757,59000,0.22,0.32,0.12
"30047",30,1,2,1,53712,54179,55000,0.019,0.037,0.018
"30048",30,8,2,5,122090,123902,130000,0.066,0.016,0.04
"30058",30,3,0,1,55327,55204,55000,0.054,0,0.018
"30061",30,12,4,6,79557,80338,81000,0.15,0.05,0.074
"30065",30,2,7,1,65108,66596,68000,0.031,0.11,0.015
"30068",30,3,3,1,61686,62490,63000,0.049,0.048,0.016
"30071",30,4,10,3,56304,56981,57000,0.071,0.18,0.052
"30073",30,1,3,2,42699,43073,43000,0.023,0.07,0.046
"30077",30,7,14,12,43438,43912,44000,0.16,0.32,0.27
"3008",3,0,10,20,263678,276361,290000,0,0.036,0.069
"30083",30,1,3,1,50221,50264,50000,0.02,0.06,0.02
"30085",30,2,1,0,67012,67632,68000,0.03,0.015,0
"30086",30,3,11,4,41499,41762,42000,0.072,0.26,0.095
"30087",30,22,50,18,473302,479624,480000,0.046,0.1,0.037
"3009",3,0,3,1,18417,19228,19000,0,0.16,0.051
"30102",30,18,18,11,103004,103526,1e+05,0.17,0.17,0.11
"30105",30,9,4,2,65326,68335,70000,0.14,0.059,0.028
"30108",30,10,7,7,160759,161658,160000,0.062,0.043,0.043
"30109",30,2,8,7,64074,64399,65000,0.031,0.12,0.11
"30118",30,10,5,3,122880,123404,120000,0.081,0.041,0.024
"30123",30,30,22,10,99392,100064,1e+05,0.3,0.22,0.099
"30124",30,18,30,12,161041,161746,160000,0.11,0.19,0.074
"30128",30,3,7,7,70999,71784,72000,0.042,0.098,0.097
"30130",30,6,11,1,41876,42202,42000,0.14,0.26,0.024
"30131",30,21,23,14,197779,199364,2e+05,0.11,0.12,0.07
"30133",30,0,3,6,56304,56594,57000,0,0.053,0.11
"30138",30,7,3,3,41122,41228,41000,0.17,0.073,0.073
"30141",30,7,6,4,160817,162052,160000,0.044,0.037,0.025
"30143",30,2,2,1,57246,57490,58000,0.035,0.035,0.017
"30155",30,18,3,2,102732,102866,1e+05,0.18,0.029,0.019
"30160",30,8,15,12,106034,106416,110000,0.075,0.14,0.11
"30173",30,5,7,0,53893,54356,55000,0.093,0.13,0
"30174",30,14,20,15,96879,97925,99000,0.14,0.2,0.15
"30175",30,11,8,3,92434,93445,94000,0.12,0.086,0.032
"30183",30,1,6,7,59281,59712,60000,0.017,0.1,0.12
"30189",30,11,9,12,146732,147878,150000,0.075,0.061,0.081
"30193",30,102,85,63,566939,572582,580000,0.18,0.15,0.11
"30201",30,3,4,1,42740,43034,43000,0.07,0.093,0.023
"30204",30,2,2,1,46819,47084,47000,0.043,0.042,0.021
"30207",30,10,14,4,45904,46170,46000,0.22,0.3,0.086
"31038",31,1,0,0,31904,32390,33000,0.031,0,0
"31040",31,2,2,0,26804,27106,27000,0.075,0.074,0
"31041",31,0,0,4,87426,91650,95000,0,0,0.042
"31048",31,0,6,0,22286,22504,23000,0,0.27,0
"31050",31,33,17,0,858340,869811,880000,0.038,0.02,0
"31052",31,2,1,1,35102,35549,36000,0.057,0.028,0.028
"31059",31,1,0,1,55918,56722,57000,0.018,0,0.017
"31079",31,1,4,3,41966,42521,43000,0.024,0.094,0.07
"31089",31,2,3,1,38882,39355,40000,0.051,0.076,0.025
"31096",31,3,3,1,75052,75745,76000,0.04,0.04,0.013
"31101",31,1,1,1,51593,51690,52000,0.019,0.019,0.019
"31102",31,0,1,4,76656,77646,79000,0,0.013,0.051
"32005",32,2,3,1,41008,41418,42000,0.049,0.072,0.024
"32007",32,2,3,2,13063,13139,13000,0.15,0.23,0.15
"32010",32,6,28,50,218434,220290,220000,0.027,0.13,0.23
"32019",32,8,6,2,23824,23864,24000,0.34,0.25,0.084
"32020",32,7,11,6,59185,59718,60000,0.12,0.18,0.1
"32023",32,3,0,4,12521,12582,13000,0.24,0,0.32
"32024",32,1,3,0,49798,50342,51000,0.02,0.06,0
"32025",32,0,0,0,12587,0,0,0,0,0
"32029",32,1,8,5,22752,22896,23000,0.044,0.35,0.22
"32034",32,2,1,5,28522,28696,29000,0.07,0.035,0.17
"32036",32,7,14,4,41642,41954,42000,0.17,0.33,0.095
"32038",32,6,9,4,71121,71490,72000,0.084,0.13,0.056
"32039",32,3,4,9,64360,64942,66000,0.047,0.062,0.14
"32042",32,15,30,12,62292,62586,63000,0.24,0.48,0.19
"32047",32,5,1,0,5572,5585,5600,0.9,0.18,0
"32048",32,5,4,3,26590,27038,27000,0.19,0.15,0.11
"32049",32,1,5,9,33664,33619,34000,0.03,0.15,0.27
"32055",32,4,1,3,29743,29774,30000,0.13,0.034,0.1
"32056",32,27,59,38,141214,142222,140000,0.19,0.41,0.27
"4001",4,2,1,1,54980,55736,57000,0.036,0.018,0.018
"4002",4,10,11,11,271000,275550,280000,0.037,0.04,0.039
"4003",4,26,21,25,232037,236340,240000,0.11,0.089,0.1
"4004",4,8,9,6,86616,87946,89000,0.092,0.1,0.067
"4005",4,1,1,1,29335,29675,30000,0.034,0.034,0.033
"4006",4,0,3,0,39228,39744,40000,0,0.075,0
"4007",4,0,0,0,8532,8572,8600,0,0,0
"4008",4,0,1,1,10132,10268,10000,0,0.097,0.096
"4009",4,5,8,10,56430,57267,58000,0.089,0.14,0.17
"4010",4,3,2,2,28076,28546,29000,0.11,0.07,0.069
"4011",4,4,11,10,43009,43691,44000,0.093,0.25,0.23
"5001",5,0,0,2,1101,0,1100,0,0,1.8
"5002",5,8,17,13,140348,141886,140000,0.057,0.12,0.091
"5003",5,2,7,8,23508,23848,24000,0.085,0.29,0.33
"5004",5,2,1,7,23413,23765,24000,0.085,0.042,0.29
"5005",5,0,0,0,1842,0,1900,0,0,0
"5006",5,3,10,4,26650,26934,27000,0.11,0.37,0.15
"5007",5,1,3,0,13314,13412,14000,0.075,0.22,0
"5008",5,0,0,1,2959,0,3000,0,0,0.33
"5009",5,9,11,15,57179,57768,58000,0.16,0.19,0.26
"5010",5,9,2,13,77164,77910,79000,0.12,0.026,0.17
"5011",5,3,0,1,11857,11898,12000,0.25,0,0.084
"5012",5,0,0,3,2144,0,2200,0,0,1.4
"5013",5,0,0,0,1930,0,2000,0,0,0
"5014",5,0,0,3,10067,0,10000,0,0,0.3
"5015",5,0,0,0,1666,0,1700,0,0,0
"5016",5,0,0,1,1876,0,1900,0,0,0.53
"5017",5,18,34,55,109754,110774,110000,0.16,0.31,0.49
"5018",5,20,25,45,222427,224844,230000,0.09,0.11,0.2
"5019",5,0,4,0,8487,8540,8700,0,0.47,0
"5020",5,4,6,8,68420,68988,70000,0.058,0.087,0.11
"5021",5,0,0,0,6504,0,6600,0,0,0
"5022",5,0,0,4,28558,0,29000,0,0,0.14
"5023",5,0,1,0,11258,11352,11000,0,0.088,0
"5024",5,1,4,3,46090,46287,47000,0.022,0.086,0.064
"5025",5,12,33,32,156176,157490,160000,0.077,0.21,0.2
"5026",5,0,0,3,3528,0,3600,0,0,0.84
"5027",5,9,7,18,80714,83164,85000,0.11,0.084,0.21
"5028",5,6,10,14,63348,64388,65000,0.095,0.16,0.21
"5029",5,0,0,0,2388,0,2500,0,0,0
"5030",5,87,101,76,750918,761894,770000,0.12,0.13,0.098
"5031",5,2,5,2,23006,23356,24000,0.087,0.21,0.084
"5032",5,4,2,3,42455,42704,43000,0.094,0.047,0.07
"5033",5,8,20,62,105544,106637,110000,0.076,0.19,0.58
"5034",5,0,1,1,6686,6860,7000,0,0.15,0.14
"5035",5,455,462,238,661627,670738,680000,0.69,0.69,0.35
"5036",5,0,0,7,21852,0,22000,0,0,0.31
"5037",5,0,0,0,6369,0,6400,0,0,0
"5038",5,0,3,3,12901,12952,13000,0,0.23,0.23
"6001",6,24,34,23,29877,30402,31000,0.8,1.1,0.74
"6002",6,49,58,39,152416,154910,160000,0.32,0.37,0.25
"6003",6,5,4,0,21434,21659,22000,0.23,0.18,0
"6004",6,2,7,4,20083,20408,21000,0.1,0.34,0.19
"6005",6,1,2,6,27728,27980,28000,0.036,0.071,0.21
"6006",6,3,4,2,5496,5576,5700,0.55,0.72,0.35
"6007",6,22,44,54,169162,172806,180000,0.13,0.25,0.31
"6008",6,0,2,1,8428,8536,8600,0,0.23,0.12
"6009",6,37,92,45,117536,119669,120000,0.31,0.77,0.37
"6010",6,22,40,4,126670,129899,130000,0.17,0.31,0.03
"7001",7,1,1,2,17425,17813,18000,0.057,0.056,0.11
"7002",7,0,1,2,0,30424,31000,0,0.033,0.064
"7003",7,8,2,3,28881,29384,30000,0.28,0.068,0.1
"7004",7,2,2,0,30995,31911,0,0.065,0.063,0
"7005",7,4,2,3,22002,22165,22000,0.18,0.09,0.13
"7006",7,0,0,2,0,0,32000,0,0,0.062
"7007",7,3,1,0,8906,8914,0,0.34,0.11,0
"7008",7,0,2,2,0,26785,27000,0,0.075,0.075
"7009",7,10,7,10,41212,41456,42000,0.24,0.17,0.24
"7011",7,0,2,3,0,20137,20000,0,0.099,0.15
