"NOM_MUN","id"
"Santo Domingo Teojomulco","20516"
"Santo Domingo Tonal,"20520"
"Santo Domingo Tonaltepec","20521"
"Santo Domingo Yanhuitl,"20523"
"Santo Domingo Yodohino","20524"
"Santos Reyes Nopala","20526"
"Santos Reyes P,"20527"
"Santos Reyes Tepejillo","20528"
"Santos Reyes Yucun,"20529"
"Santo Tom,"20532"
"San Vicente Nu,"20536"
"Villa de Tamazul,"20540"
"Tataltepec de Vald,"20543"
"Teotitl,"20545"
"Teotongo","20547"
"Tezoatl,"20549"
"Tlacotepec Plumas","20552"
"La Trinidad Vista Hermosa","20556"
"Valerio Trujano","20558"
"Yutanduchi de Guerrero","20564"
"San Mateo Yucutind,"20566"
"Zapotitl,"20567"
"Zapotitl,"20568"
"Asunci,"20004"
"Calihual,"20011"
"Coicoy,"20016"
"Cosoltepec","20022"
"Cuyamecalco Villa de Zaragoza","20024"
"Chalcatongo de Hidalgo","20026"
"Eloxochitl,"20029"
"Fresnillo de Trujano","20032"
"Guadalupe de Ram,"20034"
"Mesones Hidalgo","20037"
"Magdalena Jaltepec","20046"
"Santa Magdalena Jicotl,"20047"
"Magdalena Pe,"20050"
"Magdalena Zahuatl,"20054"
"Mariscala de Ju,"20055"
"M,"20056"
"Mazatl,"20058"
"Ixpantepec Nieves","20065"
"Pinotepa de Don Luis","20070"
"La Reforma","20076"
"San Agust,"20081"
"San Agust,"20082"
"San Agust,"20086"
"San Andr,"20088"
"San Andr,"20089"
"San Andr,"20090"
"San Andr,"20093"
"San Andr,"20099"
"San Andr,"20101"
"Magdalena Tequisistl,"20052"
"Magdalena Tlacotepec","20053"
"Mixistl,"20060"
"Monjas","20061"
"Natividad","20062"
"Santiago Niltepec","20066"
"Santa Catarina Quioquitani","20074"
"Salina Cruz","20079"
"San Agust,"20080"
"San Agust,"20085"
"San Andr,"20095"
"San Andr,"20097"
"San Andr,"20098"
"San Andr,"20100"
"San Baltazar Loxicha","20113"
"San Baltazar Yatzachi el Bajo","20114"
"San Bartolom,"20116"
"San Bartolom,"20117"
"San Bartolom,"20120"
"San Bartolo Yautepec","20122"
"San Carlos Yautepec","20125"
"San Crist,"20126"
"San Dionisio del Mar","20130"
"San Dionisio Ocotepec","20131"
"San Felipe Jalapa de D,"20134"
"San Felipe Usila","20136"
"San Francisco Logueche","20146"
"San Jer,"20159"
"San Jos,"20166"
"San Jos,"20169"
"San Jos,"20170"
"San Jos,"20171"
"San Juan Atepec","20173"
"San Juan Bautista Atatlahuca","20175"
"San Juan Bautista Jayacatl,"20179"
"San Juan Bautista Tlacoatzintepec","20182"
"San Juan Bautista Tuxtepec","20184"
"San Juan Coatz,"20187"
"San Juan Comaltepec","20189"
"San Juan Cotzoc,"20190"
"San Juan del R,"20194"
"San Juan Evangelista Analco","20196"
"San Juan Juquila Mixes","20200"
"San Juan Juquila Vijanos","20201"
"San Juan Lachigalla","20203"
"San Juan Lajarcia","20204"
"San Juan Mazatl,"20207"
"San Juan Petlapa","20212"
"San Juan Quiotepec","20214"
"San Juan Taba,"20216"
"San Juan Tepeuxila","20220"
"San Juan Yae,"20222"
"San Juan Yatzona","20223"
"San Lorenzo Albarradas","20226"
"San Lucas Camotl,"20231"
"San Lucas Ojitl,"20232"
"San Luis Amatl,"20235"
"San Marcial Ozolotepec","20236"
"San Mateo Cajonos","20246"
"San Mateo del Mar","20248"
"San Mateo Pi,"20253"
"San Melchor Betaza","20257"
"San Miguel Alo,"20260"
"San Miguel Coatl,"20263"
"San Miguel Chimalapa","20265"
"San Miguel del Puerto","20266"
"San Miguel Ejutla","20268"
"San Miguel Quetzaltepec","20275"
"San Miguel Santa Flor","20276"
"San Miguel Soyaltepec","20278"
"San Miguel Suchixtepec","20279"
"Villa Talea de Castro","20280"
"San Miguel Tenango","20282"
"San Miguel Yotao","20288"
"San Nicol,"20289"
"San Pablo Coatl,"20291"
"San Pablo Macuiltianguis","20296"
"San Pablo Villa de Mitla","20298"
"San Pablo Yaganiza","20299"
"San Pedro el Alto","20306"
"San Pedro Huamelula","20307"
"San Pedro Huilotepec","20308"
"San Pedro Ixcatl,"20309"
"San Pedro M,"20316"
"San Pedro Ocotepec","20323"
"San Pedro Pochutla","20324"
"San Pedro Quiatoni","20325"
"San Pedro Sochi,"20326"
"San Pedro Teutila","20330"
"San Pedro Totol,"20333"
"San Pedro Yaneri","20335"
"San Pedro Y,"20336"
"San Sebasti,"20344"
"San Sim,"20351"
"San Blas Atempa","20124"
"San Francisco Chapulapa","20139"
"Santa Ana","20353"
"Santa Ana Cuauht,"20355"
"Santa Ana Tavela","20357"
"Santa Ana Yareni","20359"
"Santa Catalina Quier,"20361"
"Santa Catarina Cuixtla","20362"
"Santa Catarina Loxicha","20366"
"Santa Cruz Xitla","20384"
"Santa Luc,"20391"
"Santa Mar,"20394"
"Santa Mar,"20406"
"Santa Mar,"20407"
"Santa Mar,"20410"
"Santa Mar,"20412"
"Santa Mar,"20417"
"Santa Mar,"20418"
"Santa Mar,"20421"
"Santa Mar,"20424"
"Santa Mar,"20425"
"Santa Mar,"20428"
"Santa Mar,"20432"
"Santa Mar,"20435"
"Santa Mar,"20437"
"Santa Mar,"20438"
"Santa Mar,"20439"
"Santa Mar,"20440"
"Santa Mar,"20441"
"Santa Mar,"20442"
"Santiago Atitl,"20454"
"Santiago Camotl,"20457"
"Santiago Comaltepec","20458"
"Santiago Ixcuintepec","20465"
"Santiago Jocotepec","20468"
"Santiago Lalopa","20471"
"Santiago Laollaga","20472"
"Santiago Laxopa","20473"
"Santiago Xanica","20495"
"Santiago Yaveo","20498"
"Santiago Zacatepec","20502"
"Santiago Zoochila","20503"
"Santo Domingo Ingenio","20505"
"Santo Domingo Albarradas","20506"
"Santo Domingo Chihuit,"20508"
"Santo Domingo de Morelos","20509"
"Santo Domingo Ozolotepec","20512"
"Santo Domingo Petapa","20513"
"Santo Domingo Roayaga","20514"
"Santo Domingo Tepuxtepec","20517"
"Santo Domingo Xagac,"20522"
"Santo Domingo Zanatepec","20525"
"Santo Tom,"20533"
"San Vicente Coatl,"20534"
"Sitio de Xitlapehua","20538"
"Tanetze de Zaragoza","20541"
"Totontepec Villa de Morelos","20554"
"San Juan Bautista Valle Nacional","20559"
"Yogana","20563"
"Santa Catarina Yosonot,"20372"
"Santa Catarina Zapoquila","20373"
"Santa Cruz Acatepec","20374"
"Santa Cruz de Bravo","20376"
"Santa Cruz Itundujia","20377"
"Santa Cruz Nundaco","20379"
"Santa Cruz Tacache de Mina","20381"
"Santa Cruz Tacahua","20382"
"Santa Cruz Tayata","20383"
"Santa Cruz Zenzontepec","20386"
"Santa Luc,"20392"
"Santa Mar,"20395"
"Santa Mar,"20396"
"Heroica Ciudad de Tlaxiaco","20397"
"Santa Mar,"20400"
"Santa Mar,"20402"
"Santa Mar,"20404"
"Villa de Chilapa de D,"20405"
"Santa Mar,"20408"
"Santa Mar,"20414"
"Santa Mar,"20415"
"Santa Mar,"20416"
"Santa Mar,"20422"
"Santa Mar,"20423"
"Santa Mar,"20429"
"Santa Mar,"20430"
"Santa Mar,"20431"
"Santa Mar,"20433"
"Santa Mar,"20434"
"Santa Mar,"20436"
"Santa Mar,"20444"
"Santa Mar,"20445"
"Santa Mar,"20446"
"Santa Mar,"20447"
"Santa Mar,"20448"
"Santiago Amoltepec","20450"
"Santiago Apoala","20451"
"Santiago Cacaloxtepec","20456"
"Santiago Chazumba","20459"
"Santiago del R,"20461"
"Santiago Huajolotitl,"20462"
"Santiago Huauclilla","20463"
"Santiago Ihuitl,"20464"
"Santiago Ixtayutla","20466"
"Santiago Jamiltepec","20467"
"Santiago Juxtlahuaca","20469"
"San Marcos Arteaga","20237"
"San Antonino Monte Verde","20105"
"San Antonio Acutla","20106"
"San Antonio Nanahuat,"20109"
"San Antonio Sinicahua","20110"
"San Juan Mixtepec -Dto. 08 -","20208"
"San Juan ,"20210"
"San Juan Quiahije","20213"
"San Juan Teita","20218"
"San Juan Teposcolula","20221"
"San Juan Yucuita","20224"
"San Lorenzo","20225"
"San Lorenzo Cuaunecuiltitla","20228"
"San Lorenzo Texmel,"20229"
"San Lucas Zoqui,"20234"
"San Mart,"20239"
"San Mart,"20240"
"San Mart,"20242"
"San Mart,"20244"
"San Mart,"20245"
"San Mateo Yoloxochitl,"20249"
"San Mateo Etlatongo","20250"
"San Mateo Nej,"20251"
"San Mateo Pe,"20252"
"San Mateo Sindihui","20255"
"San Mateo Tlapiltepec","20256"
"San Miguel Achiutla","20258"
"San Miguel Ahuehuetitl,"20259"
"San Miguel Amatitl,"20261"
"San Miguel Chicahua","20264"
"San Miguel el Grande","20269"
"San Miguel Huautla","20270"
"San Miguel Panixtlahuaca","20272"
"San Miguel Piedras","20274"
"San Miguel Tecomatl,"20281"
"San Miguel Tequixtepec","20283"
"San Miguel Tlacamama","20285"
"San Miguel Tlacotepec","20286"
"San Miguel Tulancingo","20287"
"San Nicol,"20290"
"San Pablo Tijaltepec","20297"
"San Pedro Amuzgos","20300"
"San Pedro Atoyac","20302"
"San Pedro Coxcaltepec C,"20304"
"San Pedro Jaltepetongo","20311"
"San Pedro Jicay,"20312"
"San Pedro Jocotipac","20313"
"San Pedro M,"20317"
"San Pedro Molinos","20320"
"San Pedro Nopala","20321"
"San Pedro Ocopetatillo","20322"
"San Pedro Teozacoalco","20329"
"San Pedro Tida,"20331"
"San Pedro Topiltepec","20332"
"San Pedro y San Pablo Teposcolula","20339"
"San Pedro y San Pablo Tequixtepec","20340"
"San Pedro Yucunama","20341"
"San Sebasti,"20345"
"San Sebasti,"20346"
"San Sebasti,"20348"
"San Sim,"20352"
"Santa Ana Ateixtlahuaca","20354"
"Santa Catarina Juquila","20364"
"Santa Catarina Mechoac,"20367"
"Santa Catarina Tayata","20370"
"Santa Catarina Ticu,"20371"
"Abejones","20001"
"Acatl,"20002"
"Asunci,"20003"
"Asunci,"20008"
"Ayotzintepec","20009"
"Ciudad Ixtepec","20014"
"Coatecas Altas","20015"
"Concepci,"20019"
"Chiquihuitl,"20027"
"El Espinal","20030"
"Villa Hidalgo","20038"
"Huautepec","20040"
"Huautla de Jim,"20041"
"San Antonio Tepetlapa","20111"
"San Bartolom,"20119"
"San Bartolo Soyaltepec","20121"
"San Crist,"20127"
"San Crist,"20129"
"San Esteban Atatlahuca","20133"
"San Francisco Cahuacu,"20137"
"San Francisco Huehuetl,"20142"
"San Francisco Jaltepetongo","20144"
"San Francisco Teopan","20151"
"San Francisco Tlapancingo","20152"
"San Gabriel Mixtepec","20153"
"San Jacinto Tlacotepec","20158"
"San Jer,"20160"
"San Jer,"20163"
"San Jos,"20168"
"San Juan Achiutla","20172"
"San Juan Bautista Coixtlahuaca","20176"
"San Juan Bautista Cuicatl,"20177"
"San Juan Bautista Lo de Soto","20180"
"San Juan Bautista Suchitepec","20181"
"San Juan Cacahuatepec","20185"
"San Juan Cieneguilla","20186"
"San Juan Colorado","20188"
"San Juan Diuxi","20195"
"San Juan Ihualtepec","20199"
"San Juan Lachao","20202"
"San Juan de los Cu,"20206"
"Tamazul,"20031"
"San Pedro y San Pablo Ayutla","20337"
"San Francisco Ozolotepec","20148"
"San Pedro Cajonos","20303"
"San Francisco Cajonos","20138"
"San Jos,"20165"
"Santiago Ayuquililla","20455"
"Santo Domingo Tlatay,"20518"
"San Francisco Chind,"20140"
"San Ildefonso Villa Alta","20156"
"San Crist,"20128"
"Taniche","20542"
"Santiago Lachiguiri","20470"
"San Juan Lalana","20205"
"Ixtl,"20042"
"San Juan Bautista Tlachichilco","20183"
"San Pablo Cuatro Venados","20292"
"Putla Villa de Guerrero","20073"
"Heroica Ciudad de Huajuapan de Le,"20039"
"Constancia del Rosario","20020"
"Asunci,"20006"
"Silacayo,"20537"
"Santa Luc,"20390"
"San Sebasti,"20350"
"Santo Domingo Tehuantepec","20515"
"Zimatl,"20570"
"Tlacolula de Matamoros","20551"
"Santiago Cho,"20460"
"San Juan Guichicovi","20198"
"San Bartolo Coyotepec","20115"
"Nejapa de Madero","20064"
"Loma Bonita","20044"
"Guevea de Humboldt","20036"
"Arroyo Seco","22003"
"Jalpan de Serra","22009"
"Landa de Matamoros","22010"
"Pinal de Amoles","22002"
"Cadereyta de Montes","22004"
"San Joaqu,"22015"
"Pe,"22013"
"Tolim,"22018"
"Col,"22005"
"Ezequiel Montes","22007"
"El Marqu,"22011"
"Quer,"22014"
"Tequisquiapan","22017"
"San Juan del R,"22016"
"Huimilpan","22008"
"Pedro Escobedo","22012"
"Corregidora","22006"
"Amealco de Bonfil","22001"
"El Naranjo","24058"
"Matlapa","24057"
"Villa de Arista","24056"
"Zaragoza","24055"
"Xilitla","24054"
"Axtla de Terrazas","24053"
"Villa Ju,"24052"
"Villa Hidalgo","24051"
"Villa de Reyes","24050"
"Villa de Ramos","24049"
"Villa de la Paz","24048"
"Villa de Guadalupe","24047"
"Villa de Arriaga","24046"
"Venado","24045"
"Vanegas","24044"
"Tierra Nueva","24043"
"Tanqui,"24042"
"Tanlaj,"24041"
"Tamu,"24040"
"Tampamol,"24039"
"Tampac,"24038"
"Tamazunchale","24037"
"Tamasopo","24036"
"Soledad de Graciano S,"24035"
"San Vicente Tancuayalab","24034"
"Santo Domingo","24033"
"Santa Mar,"24032"
"Santa Catarina","24031"
"San Nicol,"24030"
"San Mart,"24029"
"San Luis Potos,"24028"
"San Ciro de Acosta","24027"
"San Antonio","24026"
"Salinas","24025"
"Rioverde","24024"
"Ray,"24023"
"Moctezuma","24022"
"Mexquitic de Carmona","24021"
"Matehuala","24020"
"Lagunillas","24019"
"Huehuetl,"24018"
"Guadalc,"24017"
"Ebano","24016"
"Charcas","24015"
"Coxcatl,"24014"
"Ciudad Valles","24013"
"Tancanhuitz","24012"
"Ciudad Fern,"24011"
"Ciudad del Ma,"24010"
"Cerro de San Pedro","24009"
"Cerritos","24008"
"Cedral","24007"
"Catorce","24006"
"C,"24005"
"Armadillo de los Infante","24004"
"Aquism,"24003"
"Alaquines","24002"
"Ahualulco","24001"
"Comonfort","11009"
"Celaya","11007"
"Pur,"11025"
"San Felipe","11030"
"Xich,"11045"
"Doctor Mora","11013"
"Santa Catarina","11034"
"Tierra Blanca","11040"
"Uriangato","11041"
"Victoria","11043"
"Atarjea","11006"
"Salvatierra","11028"
"San Jos,"11032"
"Pueblo Nuevo","11024"
"Santiago Maravat,"11036"
"Apaseo el Alto","11004"
"Apaseo el Grande","11005"
"Yuriria","11046"
"Jer,"11019"
"Tarimoro","11039"
"Coroneo","11010"
"Tarandacuao","11038"
"Cortazar","11011"
"Ac,"11002"
"San Miguel de Allende","11003"
"San Francisco del Rinc,"11031"
"Manuel Doblado","11008"
"Cuer,"11012"
"Valle de Santiago","11042"
"San Luis de la Paz","11033"
"P,"11023"
"Silao","11037"
"Abasolo","11001"
"Huan,"11016"
"San Diego de la Uni,"11029"
"Villagr,"11044"
"Santa Cruz de Juventino Rosas","11035"
"Salamanca","11027"
"Irapuato","11017"
"Romita","11026"
"Guanajuato","11015"
"Le,"11020"
"Jaral del Progreso","11018"
"Ocampo","11022"
"Morole,"11021"
"Dolores Hidalgo Cuna de la Independencia Nacional","11014"
"Jes,"1005"
"San Francisco de los Romo","1011"
"Aguascalientes","1001"
"San Jos,"1008"
"Rinc,"1007"
"Tepezal,"1009"
"Cos,"1004"
"Asientos","1002"
"Calvillo","1003"
"El Llano","1010"
"Pabell,"1006"
"Acajete","30001"
"Acatl,"30002"
"Acayucan","30003"
"Actopan","30004"
"Acula","30005"
"Acultzingo","30006"
"Camar,"30007"
"Alpatl,"30008"
"Alto Lucero de Guti,"30009"
"Altotonga","30010"
"Alvarado","30011"
"Amatitl,"30012"
"Naranjos Amatl,"30013"
"Amatl,"30014"
"Angel R. Cabada","30015"
"La Antigua","30016"
"Apazapan","30017"
"Aquila","30018"
"Astacinga","30019"
"Atlahuilco","30020"
"Atoyac","30021"
"Atzacan","30022"
"Atzalan","30023"
"Tlaltetela","30024"
"Banderilla","30026"
"Benito Ju,"30027"
"Boca del R,"30028"
"Calcahualco","30029"
"Camerino Z. Mendoza","30030"
"Carrillo Puerto","30031"
"Catemaco","30032"
"Cazones de Herrera","30033"
"Cerro Azul","30034"
"Citlalt,"30035"
"Coacoatzintla","30036"
"Coahuitl,"30037"
"Coatepec","30038"
"Coatzacoalcos","30039"
"Coatzintla","30040"
"Coetzala","30041"
"Colipa","30042"
"Comapa","30043"
"C,"30044"
"Cosamaloapan de Carpio","30045"
"Cosautl,"30046"
"Coscomatepec","30047"
"Cosoleacaque","30048"
"Cotaxtla","30049"
"Coxquihui","30050"
"Coyutla","30051"
"Cuichapa","30052"
"Cuitl,"30053"
"Chacaltianguis","30054"
"Chiconquiaco","30057"
"Chicontepec","30058"
"Chinameca","30059"
"Chinampa de Gorostiza","30060"
"Las Choapas","30061"
"Chocam,"30062"
"Chontla","30063"
"Chumatl,"30064"
"Emiliano Zapata","30065"
"Espinal","30066"
"Filomeno Mata","30067"
"Fort,"30068"
"Guti,"30069"
"Hidalgotitl,"30070"
"Huatusco","30071"
"Huayacocotla","30072"
"Hueyapan de Ocampo","30073"
"Huiloapan de Cuauht,"30074"
"Ignacio de la Llave","30075"
"Ilamatl,"30076"
"Isla","30077"
"Ixcatepec","30078"
"Ixhuac,"30079"
"Ixhuatl,"30080"
"Ixhuatlancillo","30081"
"Ixhuatl,"30082"
"Ixhuatl,"30083"
"Ixmatlahuacan","30084"
"Ixtaczoquitl,"30085"
"Jalacingo","30086"
"Xalapa","30087"
"Jalcomulco","30088"
"J,"30089"
"Jamapa","30090"
"Jes,"30091"
"Xico","30092"
"Jilotepec","30093"
"Juan Rodr,"30094"
"Juchique de Ferrer","30095"
"Landero y Coss","30096"
"Lerdo de Tejada","30097"
"Magdalena","30098"
"Maltrata","30099"
"Manlio Fabio Altamirano","30100"
"Mariano Escobedo","30101"
"Mart,"30102"
"Mecatl,"30103"
"Medell,"30105"
"Miahuatl,"30106"
"Las Minas","30107"
"Minatitl,"30108"
"Misantla","30109"
"Mixtla de Altamirano","30110"
"Moloac,"30111"
"Naolinco","30112"
"Naranjal","30113"
"Nautla","30114"
"Nogales","30115"
"Oluta","30116"
"Omealca","30117"
"Orizaba","30118"
"Otatitl,"30119"
"Oteapan","30120"
"Ozuluama de Mascare,"30121"
"Pajapan","30122"
"P,"30123"
"Papantla","30124"
"Paso del Macho","30125"
"Paso de Ovejas","30126"
"La Perla","30127"
"Perote","30128"
"Plat,"30129"
"Playa Vicente","30130"
"Poza Rica de Hidalgo","30131"
"Las Vigas de Ram,"30132"
"Pueblo Viejo","30133"
"Puente Nacional","30134"
"Rafael Delgado","30135"
"Rafael Lucio","30136"
"Los Reyes","30137"
"R,"30138"
"Saltabarranca","30139"
"San Andr,"30140"
"San Andr,"30141"
"San Juan Evangelista","30142"
"Santiago Tuxtla","30143"
"Sayula de Alem,"30144"
"Soconusco","30145"
"Sochiapa","30146"
"Soledad Atzompa","30147"
"Soledad de Doblado","30148"
"Soteapan","30149"
"Tampico Alto","30152"
"Tancoco","30153"
"Tantima","30154"
"Tantoyuca","30155"
"Tatatila","30156"
"Castillo de Teayo","30157"
"Tecolutla","30158"
"Tehuipango","30159"
","30160"
"Tempoal","30161"
"Tenampa","30162"
"Tenochtitl,"30163"
"Teocelo","30164"
"Tepatlaxco","30165"
"Tepetl,"30166"
"Tepetzintla","30167"
"Tequila","30168"
"Jos,"30169"
"Texcatepec","30170"
"Texhuac,"30171"
"Texistepec","30172"
"Tezonapa","30173"
"Tierra Blanca","30174"
"Tihuatl,"30175"
"Tlacojalpan","30176"
"Tlacolulan","30177"
"Tlacotalpan","30178"
"Tlacotepec de Mej,"30179"
"Tlachichilco","30180"
"Tlalixcoyan","30181"
"Tlalnelhuayocan","30182"
"Tlapacoyan","30183"
"Tlaquilpa","30184"
"Tlilapan","30185"
"Tomatl,"30186"
"Tonay,"30187"
"Totutla","30188"
"Tuxpan","30189"
"Tuxtilla","30190"
"Ursulo Galv,"30191"
"Vega de Alatorre","30192"
"Villa Aldama","30194"
"Xoxocotla","30195"
"Yanga","30196"
"Yecuatla","30197"
"Zacualpan","30198"
"Zaragoza","30199"
"Zentla","30200"
"Zongolica","30201"
"Zontecomatl,"30202"
"Zozocolco de Hidalgo","30203"
"Agua Dulce","30204"
"El Higo","30205"
"Nanchital de L,"30206"
"Tres Valles","30207"
"Carlos A. Carrillo","30208"
"Tatahuicapan de Ju,"30209"
"Uxpanapa","30210"
"San Rafael","30211"
"Santiago Sochiapan","30212"
"Sanct,"29020"
"Santa Isabel Xiloxoxtla","29060"
"Santa Cruz Quilehtla","29059"
"Santa Catarina Ayometla","29058"
"Santa Apolonia Teacalco","29057"
"Santa Ana Nopalucan","29056"
"San Lucas Tecopilco","29055"
"San Lorenzo Axocomanitla","29054"
"San Juan Huactzinco","29053"
"San Jos,"29052"
"San Jer,"29051"
"San Francisco Tetlanohcan","29050"
"San Dami,"29049"
"La Magdalena Tlaltelulco","29048"
"L,"29047"
"Emiliano Zapata","29046"
"Benito Ju,"29045"
"Zacatelco","29044"
"Yauhquemehcan","29043"
"Xicohtzinco","29042"
"Papalotla de Xicoht,"29041"
"Xaltocan","29040"
"Xaloztoc","29039"
"Tzompantepec","29038"
"Ziltlalt,"29037"
"Totolac","29036"
"Tocatl,"29035"
"Tlaxco","29034"
"Tlaxcala","29033"
"Tetlatlahuca","29032"
"Tetla de la Solidaridad","29031"
"Terrenate","29030"
"Tepeyanco","29029"
"Teolocholco","29028"
"Tenancingo","29027"
"Santa Cruz Tlaxcala","29026"
"San Pablo del Monte","29025"
"Panotla","29024"
"Nat,"29023"
"Acuamanala de Miguel Hidalgo","29022"
"Nanacamilpa de Mariano Arista","29021"
"Tepetitla de Lardiz,"29019"
"Contla de Juan Cuamatzi","29018"
"Mazatecochco de Jos,"29017"
"Ixtenco","29016"
"Ixtacuixtla de Mariano Matamoros","29015"
"Hueyotlipan","29014"
"Huamantla","29013"
"Espa,"29012"
"Mu,"29011"
"Chiautempan","29010"
"Cuaxomulco","29009"
"Cuapiaxtla","29008"
"El Carmen Tequexquitla","29007"
"Calpulalpan","29006"
"Apizaco","29005"
"Atltzayanca","29004"
"Atlangatepec","29003"
"Apetatitl,"29002"
"Caltepec","21027"
"Chiautla","21047"
"Huehuetla","21072"
"Huehuetl,"21073"
"Jonotla","21088"
"Tecomatl,"21155"
"Zoquiapan","21216"
"Rafael Lara Grajales","21117"
"Acajete","21001"
"Acateno","21002"
"Acatzingo","21004"
"Acteopan","21005"
"Ahuacatl,"21006"
"Ahuatl,"21007"
"Ahuazotepec","21008"
"Ahuehuetitla","21009"
"Ajalpan","21010"
"Albino Zertuche","21011"
"Aljojuca","21012"
"Altepexi","21013"
"Amixtl,"21014"
"Amozoc","21015"
"Aquixtla","21016"
"Atempan","21017"
"Atexcal","21018"
"Atlixco","21019"
"Atoyatempan","21020"
"Atzala","21021"
"Atzitzihuac,"21022"
"Atzitzintla","21023"
"Axutla","21024"
"Ayotoxco de Guerrero","21025"
"Calpan","21026"
"Camocuautla","21028"
"Caxhuacan","21029"
"Coatepec","21030"
"Coatzingo","21031"
"Cohetzala","21032"
"Cohuecan","21033"
"Coronango","21034"
"Coxcatl,"21035"
"Coyomeapan","21036"
"Coyotepec","21037"
"Cuapiaxtla de Madero","21038"
"Cuautempan","21039"
"Cuautinch,"21040"
"Cuautlancingo","21041"
"Cuayuca de Andrade","21042"
"Cuetzalan del Progreso","21043"
"Cuyoaco","21044"
"Chalchicomula de Sesma","21045"
"Chapulco","21046"
"Chiautzingo","21048"
"Chiconcuautla","21049"
"Chichiquila","21050"
"Chietla","21051"
"Chigmecatitl,"21052"
"Chignahuapan","21053"
"Chignautla","21054"
"Chila","21055"
"Chila de la Sal","21056"
"Honey","21057"
"Chilchotla","21058"
"Chinantla","21059"
"Domingo Arenas","21060"
"Eloxochitl,"21061"
"Epatl,"21062"
"Esperanza","21063"
"Francisco Z. Mena","21064"
"General Felipe ,"21065"
"Guadalupe","21066"
"Guadalupe Victoria","21067"
"Hermenegildo Galeana","21068"
"Huaquechula","21069"
"Huatlatlauca","21070"
"Huauchinango","21071"
"Huejotzingo","21074"
"Hueyapan","21075"
"Hueytamalco","21076"
"Hueytlalpan","21077"
"Huitzilan de Serd,"21078"
"Huitziltepec","21079"
"Atlequizayan","21080"
"Ixcamilpa de Guerrero","21081"
"Ixcaquixtla","21082"
"Ixtacamaxtitl,"21083"
"Ixtepec","21084"
"Iz,"21085"
"Jalpan","21086"
"Jolalpan","21087"
"Jopala","21089"
"Juan C. Bonilla","21090"
"Juan Galindo","21091"
"Juan N. M,"21092"
"Lafragua","21093"
"Libres","21094"
"La Magdalena Tlatlauquitepec","21095"
"Mazapiltepec de Ju,"21096"
"Mixtla","21097"
"Molcaxac","21098"
"Ca,"21099"
"Naupan","21100"
"Nauzontla","21101"
"Nealtican","21102"
"Nicol,"21103"
"Nopalucan","21104"
"Ocotepec","21105"
"Ocoyucan","21106"
"Olintla","21107"
"Oriental","21108"
"Pahuatl,"21109"
"Palmar de Bravo","21110"
"Pantepec","21111"
"Petlalcingo","21112"
"Piaxtla","21113"
"Puebla","21114"
"Quecholac","21115"
"Quimixtl,"21116"
"Los Reyes de Ju,"21118"
"San Andr,"21119"
"San Antonio Ca,"21120"
"San Diego la Mesa Tochimiltzingo","21121"
"San Felipe Teotlalcingo","21122"
"San Felipe Tepatl,"21123"
"San Gabriel Chilac","21124"
"San Gregorio Atzompa","21125"
"San Jer,"21126"
"San Jer,"21127"
"San Jos,"21128"
"San Jos,"21129"
"San Juan Atenco","21130"
"San Juan Atzompa","21131"
"San Mart,"21132"
"San Mart,"21133"
"San Mat,"21134"
"San Miguel Ixitl,"21135"
"San Miguel Xoxtla","21136"
"San Nicol,"21137"
"San Nicol,"21138"
"San Pablo Anicano","21139"
"San Pedro Cholula","21140"
"San Pedro Yeloixtlahuaca","21141"
"San Salvador el Seco","21142"
"San Salvador el Verde","21143"
"San Salvador Huixcolotla","21144"
"San Sebasti,"21145"
"Santa Catarina Tlaltempan","21146"
"Santa In,"21147"
"Santa Isabel Cholula","21148"
"Santiago Miahuatl,"21149"
"Huehuetl,"21150"
"Santo Tom,"21151"
"Soltepec","21152"
"Tecali de Herrera","21153"
"Tecamachalco","21154"
"Tehuac,"21156"
"Tehuitzingo","21157"
"Tenampulco","21158"
"Teopantl,"21159"
"Teotlalco","21160"
"Tepanco de L,"21161"
"Tepango de Rodr,"21162"
"Tepatlaxco de Hidalgo","21163"
"Tepeaca","21164"
"Tepemaxalco","21165"
"Tepeojuma","21166"
"Tepetzintla","21167"
"Tepexco","21168"
"Tepexi de Rodr,"21169"
"Tepeyahualco","21170"
"Tepeyahualco de Cuauht,"21171"
"Tetela de Ocampo","21172"
"Teteles de Avila Castillo","21173"
"Teziutl,"21174"
"Tianguismanalco","21175"
"Tilapa","21176"
"Tlacotepec de Benito Ju,"21177"
"Tlacuilotepec","21178"
"Tlachichuca","21179"
"Tlahuapan","21180"
"Tlaltenango","21181"
"Tlanepantla","21182"
"Tlaola","21183"
"Tlapacoya","21184"
"Tlapanal,"21185"
"Tlatlauquitepec","21186"
"Tlaxco","21187"
"Tochimilco","21188"
"Tochtepec","21189"
"Totoltepec de Guerrero","21190"
"Tulcingo","21191"
"Tuzamapan de Galeana","21192"
"Tzicatlacoyan","21193"
"Venustiano Carranza","21194"
"Vicente Guerrero","21195"
"Xayacatl,"21196"
"Xicotepec","21197"
"Xicotl,"21198"
"Xochiapulco","21200"
"Xochiltepec","21201"
"Xochitl,"21202"
"Xochitl,"21203"
"Yaon,"21204"
"Yehualtepec","21205"
"Zacapala","21206"
"Zacapoaxtla","21207"
"Zacatl,"21208"
"Zapotitl,"21209"
